Week Begin Date,County Name,County Code,County FIPS Code,Latitude/Longitude,Total Calls,Total Intakes,Callers Receiving Warm-Line Connection,Male Callers,Female Callers,Callers Using Heroin,Callers Using Cannabis,Callers Using Alcohol,Callers Using Benzodiazepines,Callers Using Opiates,Callers Using Hallucinogens,Callers Using Stimulants,Callers Using Depressants,"Callers Using Narcotics, Not Specified",Callers Using Methadone,Callers Receiving at Least 1 Resource,Callers Receiving Information and Resources Only,Callers Referred for Assessment,Callers Referred to Outpatient Treatment,Callers Referred to MAT,Callers Referred for Detox/Crisis Stabilization,Callers Referred to Intensive Outpatient Treatment,Callers Referred to Inpatient Residential Treatment,Callers Referred to the Emergency Room,Callers Referred for Recovery Support,Callers Referred to Social Services,Callers Referred to their SCA
2017-01-16,Monroe,45,42089,"(41.0609178653, -75.3408360302)",,6,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Montgomery,46,42091,"(40.209898739, -75.3725200072)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Montour,47,42093,"(41.0280182438, -76.6647052668)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Northampton,48,42095,"(40.754595404, -75.3126372576)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Perry,50,42099,"(40.4041531744, -77.2590738496)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",,46,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Pike,52,42103,"(41.332571995, -75.0327092448)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Potter,53,42105,"(41.7442064382, -77.8987922939)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Schuylkill,54,42107,"(40.707512431, -76.223323851)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Snyder,55,42109,"(40.7711373692, -77.0725596804)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Somerset,56,42111,"(39.9714629901, -79.0310020611)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Tioga,59,42117,"(41.7733383358, -77.2578807579)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Union,60,42119,"(40.9647313096, -77.0641580308)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Unknown,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Venango,61,42121,"(41.4034125863, -79.7628656104)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Warren,62,42123,"(41.8167523652, -79.278581578)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Washington,63,42125,"(40.1910966345, -80.2518008276)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Wayne,64,42127,"(41.6496980525, -75.3051535022)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",,8,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,York,67,42133,"(39.9219253124, -76.7257605231)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Adams,1,42001,"(39.8720956503, -77.2222427076)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",,33,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Beaver,4,42007,"(40.6834924548, -80.3510735648)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Bedford,5,42009,"(40.0073753643, -78.4911647381)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Berks,6,42011,"(40.4193963513, -75.9307732705)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Blair,7,42013,"(40.4855502384, -78.349076871)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Bradford,8,42015,"(41.7911781401, -76.5182562384)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Bucks,9,42017,"(40.335011331, -75.1129124111)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Butler,10,42019,"(40.9108318483, -79.9171177889)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Cambria,11,42021,"(40.4912749067, -78.7189417385)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Cameron,12,42023,"(41.4388026531, -78.2091693241)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Carbon,13,42025,"(40.9193670081, -75.7110703866)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Centre,14,42027,"(40.9193135008, -77.8250011212)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Chester,15,42029,"(39.9748705566, -75.7562649818)",,6,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Clarion,16,42031,"(41.1927912877, -79.4248360769)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Clinton,18,42035,"(41.2328627374, -77.6428376046)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Columbia,19,42037,"(41.0491208559, -76.4100217975)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Commonwealth,0,42000,"(39.346129, -75.167756)",508,193,194,120,73,,,,,,,,,,,193,0,4,14,11,142,1,31,4,0,0,8
2017-01-23,Crawford,20,42039,"(41.6854690692, -80.1132108295)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Cumberland,21,42041,"(40.167598388, -77.268662705)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Delaware,23,42045,"(39.9165786652, -75.4062771212)",,7,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Elk,24,42047,"(41.4281941606, -78.6494771322)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Erie,25,42049,"(41.9941378702, -80.0407591036)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Fayette,26,42051,"(39.919447803, -79.6518963464)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Forest,27,42053,"(41.5135787577, -79.2378099483)",,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Franklin,28,42055,"(39.9278619704, -77.7239884483)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Fulton,29,42057,"(39.9248751086, -78.1148504535)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Greene,30,42059,"(39.8548039342, -80.2294381655)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Indiana,32,42063,"(40.6529549748, -79.0933349286)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Juniata,34,42067,"(40.5343300836, -77.405775001)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Luzerne,40,42079,"(41.1783643884, -75.991996098)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Lycoming,41,42081,"(41.3445979226, -77.069424568)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,McKean,42,42083,"(41.810370736, -78.5712201998)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Mercer,43,42085,"(41.302377765, -80.2600941079)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Monroe,45,42089,"(41.0609178653, -75.3408360302)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Montgomery,46,42091,"(40.209898739, -75.3725200072)",,10,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Montour,47,42093,"(41.0280182438, -76.6647052668)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Northampton,48,42095,"(40.754595404, -75.3126372576)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Perry,50,42099,"(40.4041531744, -77.2590738496)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",,36,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Pike,52,42103,"(41.332571995, -75.0327092448)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Potter,53,42105,"(41.7442064382, -77.8987922939)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Schuylkill,54,42107,"(40.707512431, -76.223323851)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Snyder,55,42109,"(40.7711373692, -77.0725596804)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Somerset,56,42111,"(39.9714629901, -79.0310020611)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Tioga,59,42117,"(41.7733383358, -77.2578807579)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Union,60,42119,"(40.9647313096, -77.0641580308)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Unknown,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Venango,61,42121,"(41.4034125863, -79.7628656104)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Warren,62,42123,"(41.8167523652, -79.278581578)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Washington,63,42125,"(40.1910966345, -80.2518008276)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Wayne,64,42127,"(41.6496980525, -75.3051535022)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",,10,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,York,67,42133,"(39.9219253124, -76.7257605231)",,9,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Adams,1,42001,"(39.8720956503, -77.2222427076)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",,16,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Beaver,4,42007,"(40.6834924548, -80.3510735648)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Bedford,5,42009,"(40.0073753643, -78.4911647381)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Berks,6,42011,"(40.4193963513, -75.9307732705)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Blair,7,42013,"(40.4855502384, -78.349076871)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Bradford,8,42015,"(41.7911781401, -76.5182562384)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Bucks,9,42017,"(40.335011331, -75.1129124111)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Butler,10,42019,"(40.9108318483, -79.9171177889)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Cambria,11,42021,"(40.4912749067, -78.7189417385)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Cameron,12,42023,"(41.4388026531, -78.2091693241)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Carbon,13,42025,"(40.9193670081, -75.7110703866)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Centre,14,42027,"(40.9193135008, -77.8250011212)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Chester,15,42029,"(39.9748705566, -75.7562649818)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Clarion,16,42031,"(41.1927912877, -79.4248360769)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Clinton,18,42035,"(41.2328627374, -77.6428376046)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Columbia,19,42037,"(41.0491208559, -76.4100217975)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Commonwealth,0,42000,"(39.346129, -75.167756)",430,139,125,89,50,,,,,,,,,,,139,0,1,18,7,87,2,19,1,0,0,14
2017-01-30,Crawford,20,42039,"(41.6854690692, -80.1132108295)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Cumberland,21,42041,"(40.167598388, -77.268662705)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Delaware,23,42045,"(39.9165786652, -75.4062771212)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Elk,24,42047,"(41.4281941606, -78.6494771322)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Erie,25,42049,"(41.9941378702, -80.0407591036)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Fayette,26,42051,"(39.919447803, -79.6518963464)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Forest,27,42053,"(41.5135787577, -79.2378099483)",,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Franklin,28,42055,"(39.9278619704, -77.7239884483)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Fulton,29,42057,"(39.9248751086, -78.1148504535)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Greene,30,42059,"(39.8548039342, -80.2294381655)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Indiana,32,42063,"(40.6529549748, -79.0933349286)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Juniata,34,42067,"(40.5343300836, -77.405775001)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Luzerne,40,42079,"(41.1783643884, -75.991996098)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Lycoming,41,42081,"(41.3445979226, -77.069424568)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,McKean,42,42083,"(41.810370736, -78.5712201998)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Mercer,43,42085,"(41.302377765, -80.2600941079)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Monroe,45,42089,"(41.0609178653, -75.3408360302)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Montgomery,46,42091,"(40.209898739, -75.3725200072)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Montour,47,42093,"(41.0280182438, -76.6647052668)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Northampton,48,42095,"(40.754595404, -75.3126372576)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Perry,50,42099,"(40.4041531744, -77.2590738496)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",,40,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Pike,52,42103,"(41.332571995, -75.0327092448)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Potter,53,42105,"(41.7442064382, -77.8987922939)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Schuylkill,54,42107,"(40.707512431, -76.223323851)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Snyder,55,42109,"(40.7711373692, -77.0725596804)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Somerset,56,42111,"(39.9714629901, -79.0310020611)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Tioga,59,42117,"(41.7733383358, -77.2578807579)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Union,60,42119,"(40.9647313096, -77.0641580308)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Unknown,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Venango,61,42121,"(41.4034125863, -79.7628656104)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Warren,62,42123,"(41.8167523652, -79.278581578)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Washington,63,42125,"(40.1910966345, -80.2518008276)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Wayne,64,42127,"(41.6496980525, -75.3051535022)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,York,67,42133,"(39.9219253124, -76.7257605231)",,9,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Adams,1,42001,"(39.8720956503, -77.2222427076)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",,25,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Beaver,4,42007,"(40.6834924548, -80.3510735648)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Bedford,5,42009,"(40.0073753643, -78.4911647381)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Berks,6,42011,"(40.4193963513, -75.9307732705)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Blair,7,42013,"(40.4855502384, -78.349076871)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Bradford,8,42015,"(41.7911781401, -76.5182562384)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Bucks,9,42017,"(40.335011331, -75.1129124111)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Butler,10,42019,"(40.9108318483, -79.9171177889)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Cambria,11,42021,"(40.4912749067, -78.7189417385)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Cameron,12,42023,"(41.4388026531, -78.2091693241)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Carbon,13,42025,"(40.9193670081, -75.7110703866)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Centre,14,42027,"(40.9193135008, -77.8250011212)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Chester,15,42029,"(39.9748705566, -75.7562649818)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Clarion,16,42031,"(41.1927912877, -79.4248360769)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Clinton,18,42035,"(41.2328627374, -77.6428376046)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Columbia,19,42037,"(41.0491208559, -76.4100217975)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Commonwealth,0,42000,"(39.346129, -75.167756)",454,175,172,103,72,,,,,,,,,,,175,1,3,17,9,107,4,22,6,1,0,12
2017-02-06,Crawford,20,42039,"(41.6854690692, -80.1132108295)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Cumberland,21,42041,"(40.167598388, -77.268662705)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Delaware,23,42045,"(39.9165786652, -75.4062771212)",,9,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Elk,24,42047,"(41.4281941606, -78.6494771322)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Erie,25,42049,"(41.9941378702, -80.0407591036)",,6,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Fayette,26,42051,"(39.919447803, -79.6518963464)",,6,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Forest,27,42053,"(41.5135787577, -79.2378099483)",,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Franklin,28,42055,"(39.9278619704, -77.7239884483)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Fulton,29,42057,"(39.9248751086, -78.1148504535)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Greene,30,42059,"(39.8548039342, -80.2294381655)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Indiana,32,42063,"(40.6529549748, -79.0933349286)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Juniata,34,42067,"(40.5343300836, -77.405775001)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",,6,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Luzerne,40,42079,"(41.1783643884, -75.991996098)",,9,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Lycoming,41,42081,"(41.3445979226, -77.069424568)",,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,McKean,42,42083,"(41.810370736, -78.5712201998)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Mercer,43,42085,"(41.302377765, -80.2600941079)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Monroe,45,42089,"(41.0609178653, -75.3408360302)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Montgomery,46,42091,"(40.209898739, -75.3725200072)",,9,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Montour,47,42093,"(41.0280182438, -76.6647052668)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Northampton,48,42095,"(40.754595404, -75.3126372576)",,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Perry,50,42099,"(40.4041531744, -77.2590738496)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",,32,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Pike,52,42103,"(41.332571995, -75.0327092448)",,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Potter,53,42105,"(41.7442064382, -77.8987922939)",,0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,Schuylkill,54,42107,"(40.707512431, -76.223323851)",,4,,,,,,,,,,,,,,,,,,,,,,,,,
